ACCOUNT_NO,REFNO,BILLDT_A,MonthsDiff,am
62888470,1000331212,12/31/2017,15,19
90407076,1000306375,12/31/2017,15,49
48567796,1000236761,12/31/2017,15,-1.78E-15
95122941,1000404898,12/31/2017,15,28.905
94211360,1000341483,12/31/2017,15,42.905
93935572,1000404832,12/31/2017,15,19
74449310,1000298912,12/31/2017,15,19
8831488,1000419043,12/31/2017,15,1.095
93014557,1000245141,12/31/2017,15,19
47667187,1000301180,12/31/2017,15,74.255
7111083,1000401872,12/31/2017,15,-2.66E-15
96894635,1000335428,12/31/2017,15,51
94133190,1000247264,12/31/2017,15,12
91945902,1000398679,12/31/2017,15,21
60607476,1000374302,12/31/2017,15,51
97840804,1000329356,12/31/2017,15,16.55
93383770,1000406997,12/31/2017,15,4
92920901,1000312720,12/31/2017,15,22.5
80472709,1000378574,12/31/2017,15,37.5
74477730,1004850890,1/31/2019,2,10
96685062,178789839,10/31/2017,17,33.395
92175077,178903211,10/31/2017,17,21
93832266,178845268,10/31/2017,17,49
92625988,178881057,10/31/2017,17,23
52183804,179183984,10/31/2017,17,51
91401574,178907954,10/31/2017,17,19
96043945,178802872,10/31/2017,17,48
68945670,1002157511,8/31/2018,7,12
99574688,1002130731,8/31/2018,7,15
12007225,1002126182,8/31/2018,7,10
12902445,1002100132,8/31/2018,7,11
99253781,1002048772,8/31/2018,7,11
100087267,1002054981,8/31/2018,7,36.325
98659790,1001025275,3/31/2018,12,74
97135392,1001078416,3/31/2018,12,27.355
94305341,1001094686,3/31/2018,12,9
87842830,1001055472,3/31/2018,12,18
58045478,1000339200,12/31/2017,15,45.145
92997351,1000378256,12/31/2017,15,6
55735678,1000300719,12/31/2017,15,19
29727297,1000353757,12/31/2017,15,7.5
97244922,1000333418,12/31/2017,15,50
1223148,1000409981,12/31/2017,15,-1.33E-14
24153436,1000326898,12/31/2017,15,36.645
94839803,1000277986,12/31/2017,15,16.97
29132769,1000347458,12/31/2017,15,12.26
95814954,1000404947,12/31/2017,15,61
97476523,1000271993,12/31/2017,15,102.735
68651193,1000388760,12/31/2017,15,30.645
93604166,1000302521,12/31/2017,15,19
95840254,1000382421,12/31/2017,15,45.095
97887079,1000284303,12/31/2017,15,20.03
91353877,1000335149,12/31/2017,15,19.2
82386523,182028672,12/31/2017,15,20.25
95651044,1000425497,12/31/2017,15,26.575
53733460,1000423361,12/31/2017,15,10
77474818,1000313013,12/31/2017,15,39.34
93028337,1000249244,12/31/2017,15,22.5
93322070,1000384462,12/31/2017,15,19
67195313,1000404820,12/31/2017,15,20.53
93028635,1000325065,12/31/2017,15,10
49496920,1000257355,12/31/2017,15,18.935
94096028,1000341481,12/31/2017,15,35.905
55936660,1000290223,12/31/2017,15,10
55516063,177931695,9/30/2017,18,49
93029410,177562599,9/30/2017,18,42.5
94386651,177532562,9/30/2017,18,75.925
26482710,1000236991,12/31/2017,15,10
97499341,1000417385,12/31/2017,15,96.665
95146957,1000366075,12/31/2017,15,33.905
97158070,1000425580,12/31/2017,15,50
91932257,1000333123,12/31/2017,15,22.5
52292356,1000300328,12/31/2017,15,1.26
93351124,1000386473,12/31/2017,15,10
93779148,1000228804,12/31/2017,15,10
98646035,1002465844,9/30/2018,6,31
95466964,1002434929,9/30/2018,6,12
46913075,1002300216,9/30/2018,6,11
96696424,1002295739,9/30/2018,6,21
12617635,1002295975,9/30/2018,6,18
95499301,1000055175,11/30/2017,16,27.5
92709151,1000163506,11/30/2017,16,25
55936660,1000067404,11/30/2017,16,10
33358618,1005273987,2/28/2019,1,77
49610302,1000390522,12/31/2017,15,-7.11E-15
83123040,1000368330,12/31/2017,15,9.865
65734890,1000249358,12/31/2017,15,46.445
86265210,1000283854,12/31/2017,15,18.8
33131193,1000284571,12/31/2017,15,39
92222079,1000238963,12/31/2017,15,19
64073543,1000277218,12/31/2017,15,76.715
93956794,1000419311,12/31/2017,15,43.405
75131470,1000231092,12/31/2017,15,32.645
94087740,1000251258,12/31/2017,15,33.905
77322400,1000270530,12/31/2017,15,7.11E-15
47173658,1000285721,12/31/2017,15,144.82
82736169,182018277,12/31/2017,15,20.25
76303767,1000386901,12/31/2017,15,32.395
97596073,1000370304,12/31/2017,15,36.16
95913816,1000386586,12/31/2017,15,58
66579673,1000387505,12/31/2017,15,39
96679050,1000374319,12/31/2017,15,39
94053169,1000415171,12/31/2017,15,19
46560130,1000265897,12/31/2017,15,18
94837764,1000361878,12/31/2017,15,71.29
33184483,1000269922,12/31/2017,15,50.12
64503306,1000390731,12/31/2017,15,49.5
96742252,1000396875,12/31/2017,15,51
63959264,1000411320,12/31/2017,15,48.615
97878285,1000413332,12/31/2017,15,28.45
49371873,1000415400,12/31/2017,15,18
60534710,1000421354,12/31/2017,15,10
66253032,1000413051,12/31/2017,15,-7.22E-16
95894834,1000370212,12/31/2017,15,47
94768432,1000402937,12/31/2017,15,33.905
92707294,1000312708,12/31/2017,15,12
91321104,1000417051,12/31/2017,15,14
92552432,1000294143,12/31/2017,15,25
97200440,1000368225,12/31/2017,15,-3.55E-15
81645041,1000424755,12/31/2017,15,-7.11E-15
71897586,1000315066,12/31/2017,15,48
16072509,1000320893,12/31/2017,15,41.26
92595972,1000298399,12/31/2017,15,22
58755664,1000394684,12/31/2017,15,32.645
68369888,1000368027,12/31/2017,15,16
97362888,1000341619,12/31/2017,15,-6.22E-15
96876074,1000230995,12/31/2017,15,50
6314168,1000400190,12/31/2017,15,3.55E-15
94787943,1000251301,12/31/2017,15,26.775
93398657,1000245174,12/31/2017,15,19
47282721,1000333243,12/31/2017,15,10
97720884,1000437885,12/31/2017,15,69.94
95232151,1000361891,12/31/2017,15,33.905
68776755,1000300548,12/31/2017,15,34.84
95718527,1000286257,12/31/2017,15,26
65706584,1000337530,12/31/2017,15,50
92258992,1000365951,12/31/2017,15,26.2
97215375,1000437826,12/31/2017,15,83.965
94248977,1000435700,12/31/2017,15,29.905
60580100,1000368300,12/31/2017,15,32.645
48821032,1000318996,12/31/2017,15,32.645
96278006,1000359979,12/31/2017,15,49
51418095,1000230983,12/31/2017,15,209.465
42733923,1000335811,12/31/2017,15,1.78E-15
56532751,1000354157,12/31/2017,15,3
64973554,1000318892,12/31/2017,15,80.4
93323190,1000411027,12/31/2017,15,16
93672007,1000261543,12/31/2017,15,10
97172194,1000239204,12/31/2017,15,50
91325766,1000367909,12/31/2017,15,14
97289139,1000282215,12/31/2017,15,29
86048089,1000239314,12/31/2017,15,29.2
81705943,1000416099,12/31/2017,15,22.5
94193551,1000241016,12/31/2017,15,33.905
70914564,1000333357,12/31/2017,15,110.93
59619028,1000245258,12/31/2017,15,32.645
96656554,1000378416,12/31/2017,15,51
96504985,1000361976,12/31/2017,15,47
96162442,1000345651,12/31/2017,15,29
95723158,1000382413,12/31/2017,15,34.97
95591369,1000409119,12/31/2017,15,27.5
96717002,1000382484,12/31/2017,15,48
96229032,1000437742,12/31/2017,15,60.35
8824484,1000339215,12/31/2017,15,27
41836315,1000433486,12/31/2017,15,36.935
58147974,1000433663,12/31/2017,15,36.645
96143125,1000276021,12/31/2017,15,49
93738614,1000407014,12/31/2017,15,10
93409692,1000407003,12/31/2017,15,7
95184612,1000341516,12/31/2017,15,46.405
97235544,1000357988,12/31/2017,15,50
33009340,1000253744,12/31/2017,15,29.575
57101346,1000323222,12/31/2017,15,12
92888318,1000230704,12/31/2017,15,12
97377200,1000308851,12/31/2017,15,50
57020243,1000324990,12/31/2017,15,20
43721060,1000347817,12/31/2017,15,13.5
93377400,1000400830,12/31/2017,15,9
93515194,1000390577,12/31/2017,15,11
93662890,1000419300,12/31/2017,15,8
6445330,1000301086,12/31/2017,15,11.05
92729836,1000288157,12/31/2017,15,10
96030100,1000368152,12/31/2017,15,97.5
92155716,1000382254,12/31/2017,15,10
96996560,1000235106,12/31/2017,15,48.03
33496067,1000296321,12/31/2017,15,1.42E-14
82285160,182044364,12/31/2017,15,40.765
94909106,1000380426,12/31/2017,15,38.875
94139362,1000431608,12/31/2017,15,25.775
718617890,1000410933,12/31/2017,15,88
33298932,1000304607,12/31/2017,15,8
72368615,182156149,12/31/2017,15,35
53211133,1000312816,12/31/2017,15,30.34
96654946,1000329279,12/31/2017,15,51
2628983,1000404347,12/31/2017,15,0.5
97917497,1000437908,12/31/2017,15,12.87
96856282,1000253518,12/31/2017,15,124.805
81708051,1000370324,12/31/2017,15,17.14
53161294,1000243245,12/31/2017,15,32.645
92270037,1000337311,12/31/2017,15,19
89925634,1000263429,12/31/2017,15,25.775
93354435,1000402884,12/31/2017,15,19
96250860,1000437743,12/31/2017,15,68.75
97661340,1000269955,12/31/2017,15,31.16
80050890,182070635,12/31/2017,15,20.25
52707994,1000431694,12/31/2017,15,48
91233495,1000345405,12/31/2017,15,18
62007154,1000315129,12/31/2017,15,-5.40E-15
93357928,1000382251,12/31/2017,15,29
96716745,1000333373,12/31/2017,15,39.5
92734650,1000347542,12/31/2017,15,10
94248722,1000415186,12/31/2017,15,31.905
91974264,1000394433,12/31/2017,15,23
96830931,1000263725,12/31/2017,15,48
93079886,1000368013,12/31/2017,15,14.515
94477383,1000282088,12/31/2017,15,33.905
51092281,1000292201,12/31/2017,15,24.26
93267952,1000329151,12/31/2017,15,8
93918331,1000300502,12/31/2017,15,26.775
93950147,1000427380,12/31/2017,15,33.905
69889648,1000333469,12/31/2017,15,50
97461088,1000401011,12/31/2017,15,38.13
74972984,1000225378,12/31/2017,15,78.965
93497532,1000433570,12/31/2017,15,15.515
7155086,1000229963,12/31/2017,15,4.77E-15
55431860,1000414567,12/31/2017,15,17
31705285,1000272097,12/31/2017,15,54.445
56042620,1000251362,12/31/2017,15,41.645
75417613,1000391795,12/31/2017,15,41.45
66436370,1000380379,12/31/2017,15,18
51312232,1000382283,12/31/2017,15,19
77406072,1000370378,12/31/2017,15,38.84
93182200,1000433555,12/31/2017,15,23.3
93664898,1000415143,12/31/2017,15,12.5
93604956,1000288207,12/31/2017,15,19
68585159,1000426137,12/31/2017,15,66.085
94209911,1003124354,11/30/2018,4,170
47687149,1003607762,11/30/2018,4,12
82737770,1000653210,1/31/2018,14,39
1313423,1000516823,1/31/2018,14,8.60E-16
99550210,1005566199,2/28/2019,1,352
54392147,1004749370,1/31/2019,2,180
97173060,1000239205,12/31/2017,15,50
96516902,1000300595,12/31/2017,15,50.93
95672709,181735120,12/31/2017,15,24.325
14215410,1000235152,12/31/2017,15,22.675
93733756,1000382280,12/31/2017,15,8
94068173,1000269763,12/31/2017,15,35.905
96504780,1000398897,12/31/2017,15,50
54503772,1000306851,12/31/2017,15,16.26
94408105,1000296457,12/31/2017,15,27.645
5533788,1000244380,12/31/2017,15,10
57343627,1000390471,12/31/2017,15,23.435
95298101,1000423411,12/31/2017,15,33.905
91957126,1000326850,12/31/2017,15,46.905
96252765,1000404984,12/31/2017,15,65.03
91412407,1000365897,12/31/2017,15,25.2
96797393,1000337496,12/31/2017,15,62
53840008,1000249930,12/31/2017,15,78.36
92952847,1000429492,12/31/2017,15,10
92858958,1000371997,12/31/2017,15,10
71911820,1000358127,12/31/2017,15,137.315
72174171,1000402363,12/31/2017,15,51
40684374,1000263645,12/31/2017,15,10
45793876,1000396788,12/31/2017,15,22.645
93059218,1000245147,12/31/2017,15,20
94448267,1000409086,12/31/2017,15,33.905
97635261,1000263805,12/31/2017,15,34.795
76291066,1000386753,12/31/2017,15,32.645
96680570,1000429632,12/31/2017,15,79.32
95688018,1000251367,12/31/2017,15,33.905
60493896,1000335418,12/31/2017,15,-5.69E-16
81474684,1000415765,12/31/2017,15,3.475
41917236,1000299668,12/31/2017,15,9
41357322,1000269776,12/31/2017,15,10
97052395,1000441286,12/31/2017,15,49
58549778,1000232980,12/31/2017,15,50
58550057,1000433230,12/31/2017,15,-7.11E-15
93834962,1000376302,12/31/2017,15,92.99
95255382,1000282116,12/31/2017,15,33.905
93582500,1000263599,12/31/2017,15,8
94075980,1000423365,12/31/2017,15,31.905
93736861,1000224713,12/31/2017,15,10
95275861,1000370198,12/31/2017,15,36.97
93898150,1000376306,12/31/2017,15,26.775
95272768,1000241071,12/31/2017,15,25.275
93252730,1000243157,12/31/2017,15,10
65095200,1000304788,12/31/2017,15,1.78E-15
6991245,1000373909,12/31/2017,15,2.22E-15
51773170,1000265947,12/31/2017,15,58.625
70374170,1000301455,12/31/2017,15,58.26
93090389,1000382227,12/31/2017,15,22.5
97656630,1000317055,12/31/2017,15,21.1
95355182,1000257561,12/31/2017,15,33.905
92535422,1000380311,12/31/2017,15,10
29523394,1000334950,12/31/2017,15,-1.42E-14
21542946,1000228792,12/31/2017,15,10
62377929,1000374439,12/31/2017,15,25.84
70768821,1000357821,12/31/2017,15,30.645
60871957,1000335223,12/31/2017,15,8.5
93726806,1000368045,12/31/2017,15,20.645
94094640,1000314789,12/31/2017,15,33.905
95592970,1000267756,12/31/2017,15,42.905
94054824,1000282075,12/31/2017,15,26.775
55290073,1000419251,12/31/2017,15,13
51557680,1000319020,12/31/2017,15,2.66E-15
96493197,1000441242,12/31/2017,15,80.28
93832345,1000230788,12/31/2017,15,10
94983598,1000347640,12/31/2017,15,31.905
33115448,1000411055,12/31/2017,15,75.905
63428234,1000407060,12/31/2017,15,22.645
46384133,1000314662,12/31/2017,15,10
92020537,1000224627,12/31/2017,15,19
95255849,1000364073,12/31/2017,15,33.905
95996503,1000351781,12/31/2017,15,53
59387257,1000335190,12/31/2017,15,21
96874867,1000327198,12/31/2017,15,59
92014860,1000306450,12/31/2017,15,20
93901021,1000292319,12/31/2017,15,19
87946336,1000381900,12/31/2017,15,34.16
93691580,1000306541,12/31/2017,15,9
31638181,1000396831,12/31/2017,15,25.84
29361436,1000292502,12/31/2017,15,70.33
74246628,182116495,12/31/2017,15,20.25
7033291,1000264538,12/31/2017,15,33.845
95445985,1000351759,12/31/2017,15,33.905
97276534,1000321147,12/31/2017,15,50.075
66017397,1000272045,12/31/2017,15,32.645
96997746,1000280148,12/31/2017,15,48
96857122,1000298589,12/31/2017,15,62
94172742,1000286205,12/31/2017,15,33.905
93297087,181788703,12/31/2017,15,20
92052915,1000240843,12/31/2017,15,23
96653930,1000339474,12/31/2017,15,87.035
85906610,181944701,12/31/2017,15,35.25
96328423,1000302632,12/31/2017,15,50
34127008,1004651200,1/31/2019,2,11.435
98715380,1005020126,1/31/2019,2,17
51726622,1004757537,1/31/2019,2,221
95541445,1005023806,1/31/2019,2,8.5
93433281,178851548,10/31/2017,17,49
96281959,178798336,10/31/2017,17,60
97009088,1002228868,8/31/2018,7,9
96917120,1002062982,8/31/2018,7,18.5
89396510,1000934719,3/31/2018,12,6
95232370,1000353809,12/31/2017,15,33.905
55197711,1000361724,12/31/2017,15,21
92519568,1000281996,12/31/2017,15,27
97887067,1000239249,12/31/2017,15,20.03
92062532,1000288112,12/31/2017,15,10
47757504,1000380435,12/31/2017,15,32.645
94195330,1001049593,3/31/2018,12,8
91858896,1000331158,12/31/2017,15,19
96270354,1000288309,12/31/2017,15,60
93571197,1000222648,12/31/2017,15,11
94090658,1000294267,12/31/2017,15,27
42268114,1000290086,12/31/2017,15,16.615
94700278,1000415208,12/31/2017,15,31.905
92720780,1000335221,12/31/2017,15,20
97157004,1000228952,12/31/2017,15,62
97672877,1000435842,12/31/2017,15,20.615
47927197,1000400898,12/31/2017,15,32.645
70283898,1000231052,12/31/2017,15,22.725
95860964,1000374303,12/31/2017,15,32
94592251,1000411089,12/31/2017,15,24.645
67103443,1000414798,12/31/2017,15,2.84E-14
92760545,1000382194,12/31/2017,15,11
93772270,1000341460,12/31/2017,15,19
61173939,1000288555,12/31/2017,15,38.845
45337731,1000411009,12/31/2017,15,25
95723158,1001952541,7/31/2018,8,8
54437209,1001870730,7/31/2018,8,7.5
46373469,1001879046,7/31/2018,8,32.28
99153208,1001995834,7/31/2018,8,42.135
57690005,1001819480,7/31/2018,8,18
91732475,1000151251,11/30/2017,16,21
64678994,1000087847,11/30/2017,16,13.5
98682659,1000755414,2/28/2018,13,52.195
64983432,1000757127,2/28/2018,13,226.38
84084042,1000246381,12/31/2017,15,65.9
95504266,1000271898,12/31/2017,15,61.43
49384983,1000318932,12/31/2017,15,19
21421511,1000419490,12/31/2017,15,12
96135542,1000232965,12/31/2017,15,125.35
96931735,1000427566,12/31/2017,15,66
50190775,1000411305,12/31/2017,15,39
72338945,1000380263,12/31/2017,15,20
44311450,1000331302,12/31/2017,15,32.645
3104837,1000284587,12/31/2017,15,7.11E-15
92828930,1000431538,12/31/2017,15,8.5
34042209,1000257470,12/31/2017,15,11
97304499,1000296563,12/31/2017,15,40.5
93434352,1000407004,12/31/2017,15,20
70259021,1000386714,12/31/2017,15,0.515
68358921,1000257750,12/31/2017,15,32.645
71945398,1000325132,12/31/2017,15,32.645
87239000,1000416914,12/31/2017,15,12
94107439,1000419323,12/31/2017,15,16
95190314,1000415235,12/31/2017,15,26.775
96937579,1000308831,12/31/2017,15,76
95105839,1000394665,12/31/2017,15,33.905
67017356,1000388551,12/31/2017,15,10.8
95396469,1000372170,12/31/2017,15,35.905
91555735,1000312646,12/31/2017,15,21
97206910,1000290396,12/31/2017,15,59.51
94237086,1000382329,12/31/2017,15,33.905
95478516,1000243244,12/31/2017,15,16.515
45835871,1000399740,12/31/2017,15,1.24E-14
93074876,1000261506,12/31/2017,15,19
69090208,1000425418,12/31/2017,15,11
93758674,1000259531,12/31/2017,15,10
92667340,1000243130,12/31/2017,15,19
42823900,1000431506,12/31/2017,15,47.26
91937930,1000390489,12/31/2017,15,19
7593181,1000226827,12/31/2017,15,32.645
95878520,1000296490,12/31/2017,15,59
96830712,1000284189,12/31/2017,15,103.07
46563600,1000237132,12/31/2017,15,51
75345833,1000434207,12/31/2017,15,-2.22E-16
93055110,1000415096,12/31/2017,15,13.5
97256535,1000423526,12/31/2017,15,49.01
92140440,1000382148,12/31/2017,15,20
94514987,1000314809,12/31/2017,15,31.905
63543680,1000296452,12/31/2017,15,10.5
91948873,1000236920,12/31/2017,15,19
68034090,1000283833,12/31/2017,15,1.42E-15
94247390,1000349589,12/31/2017,15,42.905
91698730,1000310620,12/31/2017,15,22.5
87314721,1000289937,12/31/2017,15,156.205
85297460,181963049,12/31/2017,15,25
97641753,1000327284,12/31/2017,15,25.42
93407178,1000337368,12/31/2017,15,8
74650002,182115162,12/31/2017,15,25.25
95001463,1000402944,12/31/2017,15,27.645
96893540,1000261726,12/31/2017,15,50
96837135,1000419417,12/31/2017,15,48.15
95620060,1000394704,12/31/2017,15,31.905
94213367,1000273830,12/31/2017,15,39.905
93022864,1000404762,12/31/2017,15,13.5
96946374,1000431696,12/31/2017,15,48
92563843,1000271754,12/31/2017,15,50
48020758,1000355821,12/31/2017,15,10
80584263,1000423580,12/31/2017,15,50
96694701,1000361989,12/31/2017,15,60
90450164,1000288030,12/31/2017,15,17
91870380,1000437421,12/31/2017,15,17
50646163,1000347702,12/31/2017,15,111.65
55709576,1000386596,12/31/2017,15,19.53
92237915,1000339174,12/31/2017,15,15
97592626,1000405108,12/31/2017,15,27.71
3013972,1000416674,12/31/2017,15,1.78E-15
86147274,1000388827,12/31/2017,15,32.645
97668412,1000315010,12/31/2017,15,31.405
93315650,1000349517,12/31/2017,15,19
97025902,1000241203,12/31/2017,15,93.23
44099447,1000298458,12/31/2017,15,12
97103950,1000351830,12/31/2017,15,90
97397600,1000343667,12/31/2017,15,29
94004651,1000429542,12/31/2017,15,27.775
56053198,1000369019,12/31/2017,15,30.645
23413505,1000316648,12/31/2017,15,-8.88E-16
95113368,1000413201,12/31/2017,15,20.145
97551650,1000284267,12/31/2017,15,37.395
94230500,1000398807,12/31/2017,15,43.095
97184603,1000237160,12/31/2017,15,60
62120219,1000879186,2/28/2018,13,51
97559611,1001530655,5/31/2018,10,12
42935179,1001355030,5/31/2018,10,27.83
86788048,1006234057,3/31/2019,0,17
99336420,1002259039,9/30/2018,6,10
81659052,1002421736,9/30/2018,6,80.895
6985117,1002418023,9/30/2018,6,41.475
94834921,1002385561,9/30/2018,6,10
69101887,1002391836,9/30/2018,6,12
66102297,1002294247,9/30/2018,6,-1.78E-15
74689563,1000347506,12/31/2017,15,15
67767321,1000353856,12/31/2017,15,74.77
58428112,1000290322,12/31/2017,15,54.985
92956129,1000357724,12/31/2017,15,13
67958060,1000323083,12/31/2017,15,34.645
41314347,1000323156,12/31/2017,15,51
32726995,1000413052,12/31/2017,15,47.26
96295119,1000390687,12/31/2017,15,47
97085066,1000349779,12/31/2017,15,50
44855771,1000249193,12/31/2017,15,39.26
96207541,1000267787,12/31/2017,15,46.36
97213998,1000271982,12/31/2017,15,50
15714822,1000300668,12/31/2017,15,42.97
47580306,1000433832,12/31/2017,15,21.2
92855222,1000294161,12/31/2017,15,12
22988452,1000276812,12/31/2017,15,38.2
51809874,1000438120,12/31/2017,15,7.11E-15
95449437,1000247316,12/31/2017,15,33.905
6372442,1000264364,12/31/2017,15,3.55E-15
91959226,1000251078,12/31/2017,15,25.2
94132677,1000230820,12/31/2017,15,32.775
94718702,1000396810,12/31/2017,15,25.775
94888668,1000437661,12/31/2017,15,33.905
33013391,1000267559,12/31/2017,15,47.26
64816084,1000322975,12/31/2017,15,25
29318506,1000294498,12/31/2017,15,42.74
95231948,1000370195,12/31/2017,15,33.905
13042889,1000293525,12/31/2017,15,49.045
97215247,1000278111,12/31/2017,15,50
94195006,1000251265,12/31/2017,15,31.905
81333456,1000286409,12/31/2017,15,36.645
91773659,1000413038,12/31/2017,15,65.405
92221610,1000290154,12/31/2017,15,18
93480477,1000320967,12/31/2017,15,12
93525059,1000333236,12/31/2017,15,16.2
95741124,1000349675,12/31/2017,15,48.05
93303646,1000326961,12/31/2017,15,46.84
93540292,1000275921,12/31/2017,15,17
86648380,1000312451,12/31/2017,15,32.645
76308546,1000345814,12/31/2017,15,9
94068203,1000277959,12/31/2017,15,20.645
96122225,1000404971,12/31/2017,15,60
59550016,1000357751,12/31/2017,15,42.645
97236330,1000249451,12/31/2017,15,54.15
96636350,1000431678,12/31/2017,15,51
64307128,1000343457,12/31/2017,15,10
95840606,1000245270,12/31/2017,15,38
65887141,1000384670,12/31/2017,15,19
91974045,1000294091,12/31/2017,15,19
92806340,1000347547,12/31/2017,15,21
96869197,1000376412,12/31/2017,15,60
95163050,1000261610,12/31/2017,15,33.905
96912601,1000251443,12/31/2017,15,26.47
94181550,1000288242,12/31/2017,15,48.2
85757482,181950018,12/31/2017,15,56.5
70712165,1000227680,12/31/2017,15,33.225
97112471,1000374357,12/31/2017,15,53
34408009,1000310910,12/31/2017,15,33
94052578,1000286200,12/31/2017,15,26.775
87731460,1000306275,12/31/2017,15,37.16
7256917,1000389414,12/31/2017,15,59.295
97724683,1000358029,12/31/2017,15,27
93479050,1000292297,12/31/2017,15,8
76556529,1000337504,12/31/2017,15,66.87
97866052,1000304784,12/31/2017,15,17.29
68777802,1000423362,12/31/2017,15,27.23
96222402,1000349704,12/31/2017,15,50
59008878,1000325000,12/31/2017,15,28.935
2796181,1000424173,12/31/2017,15,2.84E-14
17429110,1000257431,12/31/2017,15,51.23
96440697,1000312874,12/31/2017,15,54
95679625,1000353826,12/31/2017,15,33.905
96987595,1000411214,12/31/2017,15,70.5
63219761,1000394489,12/31/2017,15,8
50319097,1000333288,12/31/2017,15,14.84
90504951,1000293987,12/31/2017,15,17
73532010,182127999,12/31/2017,15,12
97634785,1000353926,12/31/2017,15,34.645
93660819,1000224705,12/31/2017,15,20.645
54737254,1000400887,12/31/2017,15,32.645
96156685,1000411158,12/31/2017,15,50
96803915,1000405022,12/31/2017,15,39.16
93145160,1000382232,12/31/2017,15,12
97623416,1002200250,8/31/2018,7,12
94075955,1002191911,8/31/2018,7,8
81439131,1002139975,8/31/2018,7,10
95293966,1002105868,8/31/2018,7,10
96975696,1005534621,2/28/2019,1,11.4
14493780,1000226928,12/31/2017,15,50
68166540,1000290488,12/31/2017,15,17
68207712,1000364205,12/31/2017,15,19
92193950,1000302453,12/31/2017,15,23
61844317,1000380085,12/31/2017,15,12
43350008,1000306444,12/31/2017,15,47.26
94477188,1000100139,11/30/2017,16,47
95472356,1000038813,11/30/2017,16,47
32916954,1000026490,11/30/2017,16,38
92019146,1000652163,1/31/2018,14,15
92692783,1000519326,1/31/2018,14,27
55728923,1000578825,1/31/2018,14,52.575
6272149,1000606682,1/31/2018,14,-1.42E-14
61629479,1000643207,1/31/2018,14,38.635
44099447,1000517283,1/31/2018,14,12
8331560,1000457938,1/31/2018,14,10
97079388,1000478531,1/31/2018,14,50
49508805,1000765626,2/28/2018,13,57.7
84831108,1000677783,2/28/2018,13,18
41501676,1000732885,2/28/2018,13,5.25
92615650,1000028307,11/30/2017,16,12
88307074,1000079266,11/30/2017,16,19.165
96708633,1000218404,11/30/2017,16,1.78E-15
95042544,1000120718,11/30/2017,16,38
95405859,1000135033,11/30/2017,16,62
97087683,1000151536,11/30/2017,16,35.7
94494204,1000059171,11/30/2017,16,1.78E-15
97007754,1000145383,11/30/2017,16,225.635
93004783,1000151337,11/30/2017,16,13.5
93583618,1000126801,11/30/2017,16,10
95671171,1000122734,11/30/2017,16,58
59992049,1000204647,11/30/2017,16,10
97121678,1000155610,11/30/2017,16,31.1
92858958,1000151329,11/30/2017,16,10
93564958,1000020187,11/30/2017,16,10
94096284,1000180062,11/30/2017,16,51
67594797,1000200519,11/30/2017,16,49
95050346,1000026510,11/30/2017,16,42.5
94840672,1000040774,11/30/2017,16,92
97138034,1000057334,11/30/2017,16,31.8
93091023,1000194271,11/30/2017,16,22
56232007,1000120579,11/30/2017,16,19
97215375,1000215020,11/30/2017,16,23.3
96744881,1000149450,11/30/2017,16,51
96712016,1000126934,11/30/2017,16,70.5
96299356,1000163777,11/30/2017,16,51
95696088,1000202652,11/30/2017,16,58
96710135,1000040888,11/30/2017,16,79.56
95669541,1000100218,11/30/2017,16,51.5
34408009,1000088061,11/30/2017,16,1.9
63274590,1000044932,11/30/2017,16,130.955
79851800,1000086072,11/30/2017,16,44.8
100159217,1002235230,8/31/2018,7,21.29
99069453,1002034420,8/31/2018,7,18
93449380,195053903,8/31/2018,7,30.25
83916623,1000419527,12/31/2017,15,46.11
85422812,181959024,12/31/2017,15,14.55
96378840,1000304687,12/31/2017,15,69.895
5998153,1000309969,12/31/2017,15,70.425
93433281,1000394551,12/31/2017,15,10
66751925,1000371314,12/31/2017,15,-7.11E-15
94738403,1000345587,12/31/2017,15,33.905
94209686,1000337401,12/31/2017,15,48.105
93250605,1000267640,12/31/2017,15,11
62177047,1000280211,12/31/2017,15,11.515
92079040,1000271720,12/31/2017,15,12
49926354,1000247181,12/31/2017,15,128.195
93198267,1000048823,11/30/2017,16,5
54509737,1000016301,11/30/2017,16,117.535
29060576,1000128712,11/30/2017,16,20
34337659,1000104237,11/30/2017,16,20
42309098,1000159653,11/30/2017,16,103.495
97161652,1000184291,11/30/2017,16,46.005
63347441,1000218288,11/30/2017,16,10
96914981,1000094180,11/30/2017,16,44.4
97029490,1000063468,11/30/2017,16,49.6
45793876,1000173932,11/30/2017,16,39
69593085,1000038600,11/30/2017,16,25
51600535,1000079890,11/30/2017,16,19
92230994,1000132762,11/30/2017,16,21
75402592,1000066520,11/30/2017,16,-7.11E-15
94856114,1000145281,11/30/2017,16,28
96730791,1000040891,11/30/2017,16,62
96993923,1002194019,8/31/2018,7,11
99113594,1002177787,8/31/2018,7,15
95421646,1002027937,8/31/2018,7,12
56453851,1002217287,8/31/2018,7,66.115
92924141,1001481279,5/31/2018,10,133.87
72367763,1001420352,5/31/2018,10,50
98002041,1001397609,5/31/2018,10,12
98985899,1001543066,5/31/2018,10,60
96844383,1001444602,5/31/2018,10,12
96723040,1001438508,5/31/2018,10,21
94833643,174964029,7/31/2017,20,23.095
